#id,NAME,pNAME,PSRJ,pPSRJ,RAJ,eRAJ,pRAJ,DECJ,eDECJ,pDECJ,PMRA,ePMRA,pPMRA,PMDEC,ePMDEC,pPMDEC,PX,ePX,pPX,POSEPOCH,pPOSEPOCH,RAJD,DECJD,P0,eP0,pP0,P1,eP1,pP1,F0,eF0,pF0,F1,eF1,pF1,F2,eF2,pF3,F3,eF3,pF3,PEPOCH,pPEPOCH,DM,eDM,pDM,DM1,eDM1,pDM1,W50,eW50,pW50,W10,eW10,pW10,S400,eS400,pS400,S1400,eS1400,pS1400,DMEPOCH,pDMEPOCH,BINARY,pBINARY,DIST,DIST_DM,pDIST_DM
#,,,,,(hms),,,(dms),,,(mas/yr),,,(mas/yr),,,(mas),,,(MJD),,(deg),(deg),(s),,,,,,(Hz),,,(s^-2),,,(s^-3),,,(s^-4),,,(MJD),,(cm^-3pc),,,(cm^-3pc/yr),,,(ms),,,(ms),,,(mJy),,,(mJy),,,(MJD),,(type),,(kpc),(kpc),
619,J2027+74,slr+14,J2027+74,slr+14,20:28,5,slr+14,+74:47,18,slr+14,*,0,*,*,0,*,*,0,*,56292,*,307,74.78333,0.515229,1.4E-05,slr+14,*,0,*,1.94088,6E-05,slr+14,*,0,*,*,0,*,*,0,*,56292,*,11,3,slr+14,*,0,*,*,0,*,*,0,*,2.4,0,slr+14,*,0,*,56292,*,*,*,0.71,0.71,ymw17
620,J2227+30,cnst96,J2227+30,cnst96,22:27:30,23,cnst96,+30:36,5,cnst96,*,0,*,*,0,*,*,0,*,49700,*,336.875,30.6,0.842408,3E-06,cnst96,*,0,*,1.187073,5E-06,cnst96,*,0,*,*,0,*,*,0,*,49700,cnst96,33,3,cnst96,*,0,*,*,0,*,*,0,*,2.4,0,cnst96,*,0,*,49700,*,*,*,2.82,2.82,ymw17
621,B2241+69,dtws85,J2242+6950,dtws85,22:42:56.40,0.11,hlk+04,+69:50:52.1,0.49,hlk+04,*,0,*,*,0,*,*,0,*,49690,hlk+04,340.73503,69.84782,1.664500786185,2E-11,hlk+04,4.82385E-15,1.4E-19,hlk+04,0.600780731556,7E-12,hlk+04,-1.74111E-15,5E-20,hlk+04,-1.2E-27,1E-27,hlk+04,*,0,*,49690,hlk+04,40.86039,0.00073,bkk+16,*,0,*,25.8,0,lylg95,56.1,0,lylg95,2.4,0.7,lylg95,0.4,0.2,lylg95,56784,bkk+16,*,*,2.01,2.01,ymw17
622,J2253+1516,cnt96,J2253+1516,cnt96,22:53:14.533,0.004,cn95,+15:16:37.83,0.08,cn95,*,0,*,*,0,*,*,0,*,49079.5,*,343.31055,15.27717,0.792235920118,4E-12,cn95,6.65E-17,4E-19,cn95,1.262250264859,7E-12,cn95,-1.06E-16,7E-19,cn95,*,0,*,*,0,*,49079.5,cn95,29.2045,0.0017,bkk+16,*,0,*,8,0,cn95,47,0,cn95,2.4,0,cn95,*,0,*,56703,bkk+16,*,*,3.81,3.81,ymw17
623,B0045+33,dtws85,J0048+3412,dtws85,00:48:33.98,0.021,hlk+04,+34:12:08.0,0.37,hlk+04,*,0,*,*,0,*,*,0,*,49875,hlk+04,12.1416,34.20223,1.217094296058,8E-12,hlk+04,2.35454E-15,6E-20,hlk+04,0.821629025162,5E-12,hlk+04,-1.58949E-15,4E-20,hlk+04,-1E-27,7E-28,hlk+04,*,0,*,49875,hlk+04,39.922,0.015,bkk+16,*,0,*,21.7,0,lylg95,31.5,0,lylg95,2.3,0.3,lylg95,*,0,*,56703,bkk+16,*,*,4.5,4.5,ymw17
624,J1645+1012,fcwa95,J1645+1012,fcwa95,16:45:34.415,0.005,fcwa95,+10:12:16.04,0.09,fcwa95,*,0,*,*,0,*,*,0,*,48957.5,*,251.3934,10.20446,0.410860719379,1E-12,fcwa95,8.13E-17,2E-19,fcwa95,2.433914834963,6E-12,fcwa95,-4.816E-16,1.2E-18,fcwa95,*,0,*,*,0,*,48957.5,fcwa95,36.17129,0.00019,bkk+16,*,0,*,11,0,lwf+04,19,0,lwf+04,2.3,0.1,lwf+04,*,0,*,56687,bkk+16,*,*,3.92,3.92,ymw17
625,J1848+0647,fcwa95,J1848+0647,fcwa95,18:48:56.01,0.03,lwf+04,+06:47:31.7,0.4,lwf+04,*,0,*,*,0,*,*,0,*,51824,*,282.23337,6.79214,0.5059567391,2E-10,lwf+04,8.7516E-15,1E-19,lwf+04,1.9764535636,8E-10,lwf+04,-3.4187E-14,4E-19,lwf+04,*,0,*,*,0,*,51824,lwf+04,27.9,0.2,lwf+04,*,0,*,13,0,hfs+04,27,0,lwf+04,2.3,0.1,lwf+04,0.17,0.03,hfs+04,51824,*,*,*,1.13,1.13,ymw17
626,J1849+2423,mca00,J1849+2423,mca00,18:49:34.6763,0.0004,clm+05,+24:23:45.976,0.012,clm+05,*,0,*,*,0,*,*,0,*,52199,*,282.39448,24.3961,0.27564149867101,7E-14,clm+05,1.52582E-16,4E-21,clm+05,3.6279007508719,1E-12,clm+05,-2.00823E-15,6E-20,clm+05,*,0,*,*,0,*,52199,clm+05,62.2677,0.0016,bkk+16,*,0,*,14.4,0,clm+05,26.1,0,clm+05,2.3,0.6,clm+05,*,0,*,56788,bkk+16,*,*,3.98,3.98,ymw17
627,B1919+20,ht75b,J1921+2003,ht75b,19:21:51.597,0.008,lcx02,+20:03:20.8,0.8,lcx02,*,0,*,*,0,*,*,0,*,51600,*,290.46499,20.05578,0.76068138902,1E-11,lcx02,5E-17,1E-18,lcx02,1.314610840274,1.8E-11,lcx02,-8.64E-17,1.8E-18,lcx02,*,0,*,*,0,*,51600,lcx02,101,1,lcx02,*,0,*,11,0,lcx02,27,0,lcx02,2.3,0.1,lcx02,*,0,*,51600,*,*,*,3.29,3.29,ymw17
628,J1453+1902,lmcs07,J1453+1902,lmcs07,14:53:45.7175,0.0001,lmcs07,+19:02:12.224,0.003,lmcs07,3.2,1.2,lmcs07,-6.8,2.4,lmcs07,*,0,*,53337,*,223.44049,19.03673,0.005792302734966,4E-16,lmcs07,1.162E-20,3E-23,lmcs07,172.642910040475,1.2E-11,lmcs07,-3.463E-16,9E-19,lmcs07,*,0,*,*,0,*,53337,lmcs07,14.049,0.004,lmcs07,*,0,*,0.4,0,lmcs07,1.1,0,lmcs07,2.2,0,lmcs07,*,0,*,53337,*,*,*,1.27,1.27,ymw17
629,J1811+0702,fcwa95,J1811+0702,fcwa95,18:11:20.42,0.07,lwf+04,+07:02:29.7,0.2,lwf+04,*,0,*,*,0,*,*,0,*,51885,*,272.83508,7.04158,0.46171267661,3E-11,lwf+04,2.692E-15,1E-18,lwf+04,2.16584913228,1.5E-10,lwf+04,-1.2628E-14,5E-18,lwf+04,*,0,*,*,0,*,51885,lwf+04,57.8,0.1,lwf+04,*,0,*,13,0,lwf+04,*,0,*,2.2,0.1,lwf+04,*,0,*,51885,*,*,*,2.96,2.96,ymw17
630,B1820-30B,bbl+94,J1823-3021B,bbl+94,18:23:41.5455,0.0023,lfrj12,-30:21:40.94,0.47,lfrj12,*,0,*,*,0,*,*,0,*,55049,*,275.92311,-30.36137,0.3785964921974,2.7E-12,lfrj12,2.99E-17,1.4E-18,lfrj12,2.641334562283,1.9E-11,lfrj12,-2.09E-16,1E-17,lfrj12,7.2E-27,1.3E-27,hlk+04,*,0,*,55049,lfrj12,87.01,0.1,lfrj12,*,0,*,6,0,lylg95,14.3,0,lylg95,2.2,0.2,lylg95,0.07,0.03,bbl+94,55049,*,*,*,12.1,3.15,ymw17
631,B1925+188,ht75b,J1927+1856,ht75b,19:27:24.97,0.01,lcx02,+18:56:36.8,0.2,lcx02,*,0,*,*,0,*,*,0,*,51600,*,291.85404,18.94356,0.298313497249,4E-12,lcx02,2.243E-15,8E-19,lcx02,3.35217819248,5E-11,lcx02,-2.5205E-14,9E-18,lcx02,*,0,*,*,0,*,51600,lcx02,99,1,lcx02,*,0,*,9,0,lcx02,43,0,lcx02,2.2,0.1,lcx02,0.55,0.03,hwxh16,51600,*,*,*,3.1,3.1,ymw17
632,J1953+1149,nft95,J1953+1149,nft95,19:53:47.47,0.03,cn95,+11:49:42.6,0.5,cn95,*,0,*,*,0,*,*,0,*,49079.5,*,298.44779,11.8285,0.8518902768,2E-10,cn95,2.865E-15,1.5E-17,cn95,1.1738600935,3E-10,cn95,-3.95E-15,3E-17,cn95,*,0,*,*,0,*,49079.5,cn95,140.03,0.03,cn95,*,0,*,17,0,cn95,28,0,cn95,2.2,0,cn95,*,0,*,49079.5,*,*,*,10.51,10.51,ymw17
633,J1807+0756,rtj+96,J1807+0756,rtj+96,18:07:51.235,0.002,clm+05,+07:56:43.39,0.05,clm+05,*,0,*,*,0,*,*,0,*,53064,*,271.96348,7.94539,0.464300493199,2E-12,clm+05,1.294E-16,2E-19,clm+05,2.153777595863,1E-11,clm+05,-6.003E-16,1E-18,clm+05,*,0,*,*,0,*,53064,clm+05,89.29,0.03,clm+05,*,0,*,18.2,0,clm+05,27.3,0,clm+05,2.16,0.06,clm+05,*,0,*,53064,*,*,*,7.94,7.94,ymw17
634,B0559-57,mlt+78,J0600-5756,mlt+78,06:00:46.5,0.3,nmc81,-57:56:54,3,nmc81,*,0,*,*,0,*,*,0,*,43557.36,*,90.19375,-57.94833,2.261364513,3E-09,nmc81,2.78E-15,9E-17,nmc81,0.4422108838,6E-10,nmc81,-5.44E-16,1.8E-17,nmc81,*,0,*,*,0,*,43557.3604,nmc81,30,8,nmc81,*,0,*,60,0,tml93,95,0,tml93,2.1,0,tml93,*,0,*,43557.36,*,*,*,0.55,0.55,ymw17
635,B1828-11,cjlm87,J1830-1059,cjlm87,18:30:47.566,0.0098,hlk+04,-10:59:27.9,0.54,hlk+04,*,0,*,*,0,*,*,0,*,49621,hlk+04,277.6982,-10.99109,0.40504332163,1.2E-11,hlk+04,6.002513E-14,9E-20,hlk+04,2.4688717147,7E-11,hlk+04,-3.658728E-13,5E-19,hlk+04,8.72E-25,9E-27,hlk+04,*,0,*,49621,hlk+04,159.7,0.01,pkj+13,*,0,*,3.2,0,hfs+04,6.3,0,hfs+04,2.1,0,lylg95,1.4,0.15,hfs+04,55000,pkj+13,*,*,25,25,ymw16
636,J1939+66,slr+14,J1939+66,slr+14,19:40,3,slr+14,+66:12,18,slr+14,*,0,*,*,0,*,*,0,*,56292,*,295,66.2,0.022260606,5.2E-08,slr+14,*,0,*,44.92241,0.00011,slr+14,*,0,*,*,0,*,*,0,*,56292,*,41.2,0.1,slr+14,*,0,*,*,0,*,*,0,*,2.1,0,slr+14,*,0,*,56292,*,*,*,3.36,3.36,ymw17
637,J2155+2813,lwf+04,J2155+2813,lwf+04,21:55:15.82,0.01,lwf+04,+28:13:12.1,0.2,lwf+04,*,0,*,*,0,*,*,0,*,51594,*,328.81592,28.22003,1.6090199964,6E-10,lwf+04,9.164E-16,9E-19,lwf+04,0.6214963159,3E-10,lwf+04,-3.54E-16,4E-19,lwf+04,*,0,*,*,0,*,51594,lwf+04,77.1309,0.0043,bkk+16,*,0,*,24,0,lwf+04,42,0,lwf+04,2.1,0.1,lwf+04,*,0,*,56784,bkk+16,*,*,25,25,ymw17
638,B2151-56,mlt+78,J2155-5641,mlt+78,21:55:01.4,0.6,nmc81,-56:41:57,5,nmc81,*,0,*,*,0,*,*,0,*,43557.13,*,328.75583,-56.69917,1.373654387,2E-09,nmc81,4.23E-15,1E-16,nmc81,0.7279851537,1.1E-09,nmc81,-2.24E-15,6E-17,nmc81,*,0,*,*,0,*,43557.1304,nmc81,14,9,nmc81,*,0,*,50,0,tml93,90,0,tml93,2.1,0,tml93,*,0,*,43557.13,*,*,*,1.04,1.04,ymw17
639,J0023+0923,hrm+11,J0023+0923,hrm+11,00:23:16.87910,3E-05,mnf+16,+09:23:23.871,0.001,mnf+16,-12.3,0.6,mnf+16,-6.7,0.9,mnf+16,0.4,0.3,mnf+16,56179,mnf+16,5.82033,9.38996,0.003050203104097,3E-17,abb+15,1.1421E-20,5E-24,abb+15,327.84702063177,3E-12,abb+15,-1.2276E-15,5E-19,abb+15,*,0,*,*,0,*,56179,abb+15,14.3283,0.0005,abb+15,*,0,*,*,0,*,*,0,*,2,0,hrm+11,0.48,0,lmj+16,56166.26,abb+15,ELL1,fpe+16,1.25,1.25,ymw17
640,J0340+4130,hrm+11,J0340+4130,hrm+11,03:40:23.28819,2E-05,mnf+16,+41:30:45.2903,0.0005,mnf+16,-1.3,0.7,mnf+16,-5,0.1,mnf+16,0.7,0.7,mnf+16,56279,mnf+16,55.09703,41.51258,0.00329933936625,7E-17,abb+15,7.08E-21,4E-23,abb+15,303.090979433467,6E-12,abb+15,-6.5E-16,3E-18,abb+15,*,0,*,*,0,*,56279,abb+15,49.57878,0.00026,abb+15,*,0,*,*,0,*,*,0,*,2,0,hrm+11,0.31,0,lmj+16,56266.19,abb+15,*,*,1.6,1.6,ymw17
641,J0435+2749,rtj+96,J0435+2749,rtj+96,04:35:51.818,0.004,bfrs18,+27:49:01.7,0.4,bfrs18,*,0,*,*,0,*,*,0,*,53400,*,68.96591,27.81714,0.3262794534509,1.4E-12,bfrs18,8.17E-18,1.1E-19,bfrs18,3.064857408039,1.3E-11,bfrs18,-7.67E-17,1E-18,bfrs18,*,0,*,*,0,*,53400,bfrs18,53.19,0.02,bfrs18,*,0,*,53,0,bfrs18,*,0,*,2,0,rtj+96,0.24,0.03,bfrs18,56773,bkk+16,*,*,1.52,1.52,ymw17
642,J0448-2749,lml+98,J0448-2749,lml+98,04:48:41.567,0.0054,hlk+04,-27:49:46.74,0.11,hlk+04,*,0,*,*,0,*,*,0,*,51009,hlk+04,72.1732,-27.82965,0.4504483308563,1.7E-12,hlk+04,1.48347E-16,1.9E-20,hlk+04,2.220010446257,8E-12,hlk+04,-7.3112E-16,9E-20,hlk+04,-1.8E-28,4E-27,hlk+04,*,0,*,51009,hlk+04,26.22,0.04,hlk+04,*,0,*,10,1,dsb+98,22,2,dsb+98,2,0,lml+98,0.7,0,gl98,51009,*,*,*,1.81,1.81,ymw17
643,J1238+2152,rtj+96,J1238+2152,rtj+96,12:38:23.17,0.078,hlk+04,+21:52:11.1,1.4,hlk+04,*,0,*,*,0,*,*,0,*,51438,hlk+04,189.59657,21.86974,1.11859068945,4E-11,hlk+04,1.4456E-15,4E-19,hlk+04,0.89398205209,3E-11,hlk+04,-1.1553E-15,3E-19,hlk+04,-8.7E-27,1.4E-26,hlk+04,*,0,*,51438,hlk+04,17.9706,0.0031,bkk+16,*,0,*,*,0,*,*,0,*,2,0,rtj+96,*,0,*,56687,bkk+16,*,*,2.55,2.55,ymw17
644,B1930+13,ht75b,J1933+1304,ht75b,19:33:22.529,0.004,lcx02,+13:04:49.97,0.08,lcx02,*,0,*,*,0,*,*,0,*,51600,*,293.34387,13.08055,0.928323751417,5E-12,lcx02,3.182E-16,7E-19,lcx02,1.077210400438,6E-12,lcx02,-3.692E-16,9E-19,lcx02,*,0,*,*,0,*,51600,lcx02,177.01,0.15,bkk+16,*,0,*,29,0,hfs+04,37,0,lcx02,2,0.1,lcx02,0.42,0.05,hfs+04,56781,bkk+16,*,*,6.09,6.09,ymw17
645,B1933+15,ht74,J1936+1536,ht74,19:36:01.52,0.02,gr78,+15:36:36.0,0.2,gr78,*,0,*,*,0,*,*,0,*,42830.5,*,294.00633,15.61,0.96733836953,3E-11,gr78,4.039E-15,6E-18,gr78,1.03376443187,4E-11,gr78,-4.316E-15,7E-18,gr78,*,0,*,*,0,*,42830.5,gr78,165,20,ht74,*,0,*,22,0,gr78,*,0,*,2,0,ht75b,*,0,*,42830.5,*,*,*,4.63,4.63,ymw17
646,B2034+19,stwd85,J2037+1942,stwd85,20:37:14.54,0.08,dtms88,+19:42:54.3,0.9,dtms88,*,0,*,*,0,*,*,0,*,46104.69,*,309.31058,19.71508,2.0743770781,5E-10,dtms88,2.04E-15,1E-17,dtms88,0.48207243059,1.2E-10,dtms88,-4.74E-16,3E-18,dtms88,*,0,*,*,0,*,46104.69,dtms88,36.891647,4.8E-05,bkk+16,*,0,*,*,0,*,*,0,*,2,0,sstd86,*,0,*,56773,bkk+16,*,*,2.79,2.79,ymw17
647,J2307+2225,cnt96,J2307+2225,cnt96,23:07:41.288,0.013,cn95,+22:25:50.12,0.19,cn95,*,0,*,*,0,*,*,0,*,49079.5,*,346.92203,22.43059,0.535828895432,7E-12,cn95,8.7E-18,7E-19,cn95,1.86626740089,3E-11,cn95,-3E-17,3E-18,cn95,*,0,*,*,0,*,49079.5,cn95,7.024,0.01,bkk+16,*,0,*,11,0,cn95,23,0,cn95,2,0,cn95,*,0,*,56773,bkk+16,*,*,0.49,0.49,ymw17
648,J0614+83,slr+14,J0614+83,slr+14,06:14,10,slr+14,+83:14,18,slr+14,*,0,*,*,0,*,*,0,*,56292,*,93.5,83.23333,1.039203,5.1E-05,slr+14,*,0,*,0.96228,5E-05,slr+14,*,0,*,*,0,*,*,0,*,56292,*,44,1,slr+14,*,0,*,*,0,*,*,0,*,1.9,0,slr+14,*,0,*,56292,*,*,*,3.66,3.66,ymw17
649,J1911+1758,nft95,J1911+1758,nft95,19:11:55.390,0.006,cn95,+17:58:45.79,0.11,cn95,*,0,*,*,0,*,*,0,*,49079.5,*,287.98079,17.97939,0.46040581878,1.4E-10,cn95,1.31E-17,5E-19,cn95,2.1719968758,7E-10,cn95,-6.2E-17,3E-18,cn95,*,0,*,*,0,*,49079.5,cn95,48.98,0.16,bkk+16,*,0,*,9,0,cn95,20,0,cn95,1.9,0,cn95,*,0,*,56781,bkk+16,*,*,1.96,1.96,ymw17
650,J1915+0738,nft95,J1915+0738,nft95,19:15:24.80,0.02,cn95,+07:38:31.4,0.8,cn95,*,0,*,*,0,*,*,0,*,49079.5,*,288.85333,7.64206,1.54270444942,1E-10,cn95,3.306E-15,3E-18,cn95,0.6482123004,5E-11,cn95,-1.3891E-15,1.3E-18,cn95,*,0,*,*,0,*,49079.5,cn95,39,0.08,cn95,*,0,*,11,0,hfs+04,24,0,hfs+04,1.9,0,cn95,0.34,0.04,hfs+04,49079.5,*,*,*,1.4,1.4,ymw17
651,B1942+17,ht75b,J1944+1755,ht75b,19:44:31.80,0.04,lcx02,+17:55:42.4,0.7,lcx02,*,0,*,*,0,*,*,0,*,51600,*,296.1325,17.92844,1.9968990135,1E-10,lcx02,7.3E-16,2E-17,lcx02,0.50077645051,3E-11,lcx02,-1.83E-16,6E-18,lcx02,*,0,*,*,0,*,51600,lcx02,175,2,lcx02,*,0,*,40,0,lcx02,85,0,lcx02,1.9,0.1,lcx02,*,0,*,51600,*,*,*,4.88,4.88,ymw17
652,B2303+46,dtws85,J2305+4707,dtws85,23:05:55.842,0.017,tamt93,+47:07:45.32,0.17,tamt93,*,0,*,*,0,*,*,0,*,46107,*,346.48268,47.12926,1.066371071565,1.6E-11,tamt93,5.6909E-16,1.6E-19,tamt93,0.937759872398,1.5E-11,tamt93,-5.0045E-16,1.5E-19,tamt93,*,0,*,*,0,*,46107,tamt93,62.0676,0.0036,bkk+16,*,0,*,*,0,*,*,0,*,1.9,0.4,lylg95,*,0,*,56773,bkk+16,BT,tamt93,3.16,3.16,ymw17
653,J0636+5129,slr+14,J0636+5129,slr+14,06:36:04.84645,2E-05,slr+14,+51:28:59.9625,0.0006,slr+14,4.3,0.9,slr+14,2,1,slr+14,4.9,0.6,slr+14,56307,*,99.02019,51.48332,0.002868952846314,0,slr+14,3.38E-21,3E-23,slr+14,348.559232,0,slr+14,-4.106E-16,0,slr+14,*,0,*,*,0,*,56307,*,11.10598,6E-05,slr+14,*,0,*,0.15,0,slr+14,*,0,*,1.8,0,slr+14,*,0,*,56307,*,ELL1,*,0.2,0.21,ymw17
654,J1745-0952,eb01b,J1745-0952,eb01b,17:45:09.1348,0.0002,jsb+10,-09:52:39.682,0.015,jsb+10,-21.2,1.1,jsb+10,11,5,jsb+10,*,0,*,53200,jsb+10,266.28806,-9.87769,0.019376303441129,1.9E-15,jsb+10,9.246E-20,5E-23,jsb+10,51.609431233273,5E-12,jsb+10,-2.4627E-16,1.3E-19,jsb+10,*,0,*,*,0,*,53200,jsb+10,64.474,0.014,eb01b,*,0,*,1.8,0,eb01b,10,0,eb01b,1.8,0.3,jsb+10,0.38,0.03,jsb+10,53200,*,ELL1,jsb+10,0.23,0.23,ymw17
655,J1941+1026,nft95,J1941+1026,nft95,19:41:32.334,0.008,cn95,+10:26:25.6,0.3,cn95,*,0,*,*,0,*,*,0,*,49079.5,*,295.38473,10.44044,0.9053938883,2E-11,cn95,9.962E-16,8E-19,cn95,1.1044916615,3E-11,cn95,-1.2153E-15,1E-18,cn95,*,0,*,*,0,*,49079.5,cn95,138.91,0.02,cn95,*,0,*,11,0,cn95,31,0,cn95,1.8,0,cn95,*,0,*,49079.5,*,*,*,7.97,7.97,ymw17
656,J2048+2255,naf03,J2048+2255,naf03,20:48:45.868,0.002,naf03,+22:55:05.31,0.03,naf03,*,0,*,*,0,*,*,0,*,51500,*,312.19112,22.91814,0.2839009641977,1E-12,naf03,1.516E-17,2E-20,naf03,3.522355067817,1.3E-11,naf03,-1.881E-16,3E-19,naf03,*,0,*,*,0,*,51500,naf03,70.6847,0.0022,bkk+16,*,0,*,6,0,naf03,*,0,*,1.8,0,naf03,*,0,*,56786,bkk+16,*,*,7.65,7.65,ymw17
657,J1915+0752,rtj+96,J1915+0752,rtj+96,19:15:01.94,0.02,clm+05,+07:52:09.2,0.6,clm+05,*,0,*,*,0,*,*,0,*,53048,*,288.75808,7.86922,2.05831378861,7E-11,clm+05,1.39E-16,9E-18,clm+05,0.485834572714,1.7E-11,clm+05,-3.3E-17,3E-18,clm+05,*,0,*,*,0,*,53048,clm+05,105.3,0.3,clm+05,*,0,*,24,0,clm+05,60,0,clm+05,1.7,0.1,clm+05,0.21,0.03,hfs+04,53048,*,*,*,3.56,3.56,ymw17
658,B1926+18,ht75b,J1929+1844,ht75b,19:29:16.78,0.04,lcx02,+18:44:59.5,0.7,lcx02,*,0,*,*,0,*,*,0,*,51600,*,292.31992,18.74986,1.22047000453,8E-11,lcx02,2.36E-15,1E-17,lcx02,0.81935647438,6E-11,lcx02,-1.584E-15,7E-18,lcx02,*,0,*,*,0,*,51600,lcx02,112,2,lcx02,*,0,*,25,0,lcx02,49,0,lcx02,1.7,0.2,lcx02,*,0,*,51600,*,*,*,3.32,3.32,ymw17
659,J1953+67,slr+14,J1953+67,slr+14,19:53,3,slr+14,+67:02,18,slr+14,*,0,*,*,0,*,*,0,*,56292,*,298.25,67.03333,0.008565431,1.8E-08,slr+14,*,0,*,116.7484,0.0003,slr+14,*,0,*,*,0,*,*,0,*,56292,*,57.2,0.1,slr+14,*,0,*,*,0,*,*,0,*,1.7,0,slr+14,*,0,*,56292,*,*,*,5.44,5.44,ymw17
660,B2127+11A,wkm+89,J2129+1210A,wkm+89,21:29:58.246512,4E-06,kvf+14,+12:10:01.2339,0.0001,kvf+14,-0.54,0.14,kvf+14,-4.33,0.25,kvf+14,*,0,*,55146,kvf+14,322.49269,12.16701,0.11066470446904,5E-14,jcj+06,-2.10281E-17,2E-22,jcj+06,9.036304798336,5E-12,jcj+06,1.717045E-15,1.7E-20,jcj+06,*,0,*,*,0,*,50000,jcj+06,67.31,0.05,and93,*,0,*,2.5,0,wkm+89,7,0,wkm+89,1.7,0,and93,0.2,0,wkm+89,50000,*,*,*,14.2,25,ymw17
661,J0613+3731,cvh+14,J0613+3731,cvh+14,06:13:12.150,0.011,cvh+14,+37:31:38.3,0.9,cvh+14,*,0,*,*,0,*,*,0,*,56000,*,93.30063,37.52731,0.6191981811,7E-11,cvh+14,3.2448E-15,2E-18,cvh+14,1.61499182415,1.6E-10,cvh+14,-8.463E-15,5E-18,cvh+14,*,0,*,*,0,*,56000,cvh+14,18.99,0.012,cvh+14,*,0,*,11,0,cvh+14,*,0,*,1.6,0.8,cvh+14,0.13,0.06,cvh+14,56000,*,*,*,0.19,0.19,ymw17
662,J1110+58,slr+14,J1110+58,slr+14,11:11,3,slr+14,+58:52,18,slr+14,*,0,*,*,0,*,*,0,*,56292,*,167.75,58.86667,0.793348,2.1E-05,slr+14,*,0,*,1.26048,4E-05,slr+14,*,0,*,*,0,*,*,0,*,56292,*,26,1,slr+14,*,0,*,*,0,*,*,0,*,1.6,0,slr+14,*,0,*,56292,*,*,*,25,25,ymw17
663,B1910+10,ht75b,J1912+1036,ht75b,19:12:46.33,0.01,lcx02,+10:36:41.6,0.3,lcx02,*,0,*,*,0,*,*,0,*,51600,*,288.19304,10.61156,0.409349485862,6E-12,lcx02,1.5762E-14,8E-19,lcx02,2.44290034442,4E-11,lcx02,-9.4064E-14,5E-18,lcx02,*,0,*,*,0,*,51600,lcx02,147,0.5,lcx02,*,0,*,15,0,lcx02,31,0,lcx02,1.6,0.1,lcx02,0.22,0.03,hfs+04,51600,*,*,*,4.15,4.15,ymw17
664,J1912+2525,nft95,J1912+2525,nft95,19:12:18.626,0.01,cn95,+25:25:02.12,0.11,cn95,*,0,*,*,0,*,*,0,*,49079.5,*,288.07761,25.41726,0.62197624506,6E-11,cn95,2.25E-16,4E-18,cn95,1.60777844482,1.6E-10,cn95,-5.82E-16,1.1E-17,cn95,*,0,*,*,0,*,49079.5,cn95,37.8474,0.0016,bkk+16,*,0,*,9,0,cn95,16,0,cn95,1.6,0,cn95,*,0,*,56788,bkk+16,*,*,2.15,2.15,ymw17
665,B1916+14,ht74,J1918+1444,ht74,19:18:23.638,0.0061,hlk+04,+14:45:06.00,0.14,hlk+04,*,0,*,*,0,*,*,0,*,49690,hlk+04,289.59849,14.75167,1.1810232973,9E-11,hlk+04,2.123644E-13,9E-19,hlk+04,0.8467233477,6E-11,hlk+04,-1.522526E-13,6E-19,hlk+04,-3.02E-25,1.1E-26,hlk+04,*,0,*,49690,hlk+04,27.202,0.017,hlk+04,*,0,*,28,0,hfs+04,29.7,0,lylg95,1.6,0,lylg95,1,0.11,hfs+04,49690,*,*,*,1.3,1.3,ymw17
666,J2151+2315,lwf+04,J2151+2315,lwf+04,21:51:28.9,0.1,lwf+04,+23:15:12.8,0.5,lwf+04,*,0,*,*,0,*,*,0,*,51594,*,327.87042,23.25356,0.593533613,3E-09,lwf+04,7.08E-16,3E-18,lwf+04,1.684824546,9E-09,lwf+04,-2.01E-15,9E-18,lwf+04,*,0,*,*,0,*,51594,lwf+04,23.6,0.2,lwf+04,*,0,*,23,0,lwf+04,68,0,lwf+04,1.6,0.1,lwf+04,*,0,*,51594,*,*,*,1.91,1.91,ymw17
667,B0021-72C,mld+90,J0024-7204C,mld+90,00:23:50.3546,0.0001,frk+17,-72:04:31.5048,0.0004,frk+17,5.2,0.1,frk+17,-3.1,0.1,frk+17,*,0,*,51600,frk+17,5.95981,-72.07542,0.005756779995516,1.4E-16,frk+17,-4.98503E-20,2E-24,frk+17,173.708218965958,4E-12,frk+17,1.50421E-15,6E-20,frk+17,1.3E-27,4E-28,frk+17,*,0,*,51600,frk+17,24.6,0.004,frk+17,*,0,*,0.8,0,mlr+91,*,0,*,1.53,0,rlm+95,0.6,0,mld+90,51600,*,*,*,4.69,0.35,ymw17
668,J2007+0910,clm+05,J2007+0910,clm+05,20:07:58.1031,0.0012,clm+05,+09:10:12.93,0.06,clm+05,*,0,*,*,0,*,*,0,*,52994,*,301.9921,9.17026,0.4587348258074,6E-13,clm+05,3.3244E-16,1.2E-19,clm+05,2.179908617664,3E-12,clm+05,-1.5798E-15,6E-19,clm+05,*,0,*,*,0,*,52994,clm+05,48.72934,0.00067,bkk+16,*,0,*,8.3,0,clm+05,16.6,0,clm+05,1.51,0.05,clm+05,*,0,*,56784,bkk+16,*,*,2.63,2.63,ymw17
